title,artist_name,artist.hotttnesss,duration,familiarity,key,loudness,mode,tempo,time_signature
Be Good To Me,Sonny Terry & Brownie McGhee,0.360145057,168.64608,0.517126315,7,-17.019,1,106.237,4
Answer In The Question,MxPx,0.537675628,129.88036,0.763010513,7,-3.487,1,130.716,1
Slip Out The Back (Album Version),Fort Minor (Featuring Mr. Hahn),0.54441459,236.66893,0.795402549,5,-6.475,1,90.009,4
Lonesome Road (1995 Digital Remaster),Dean Elliott And His Big Band,0.321208121,150.33424,0.420421925,0,-10.727,0,120.172,4
Ye That Tempteth_ Ye That Bequeth,Enslavement Of Beauty,0.354517343,239.90812,0.546206711,4,-4.732,0,120.052,4
Liquid Frequencies (liquid Soul Mix),liquid soul & freq,0.361917926,402.62485,0.629008226,1,-6.318,1,0,3
Banana Man,C.J. Chenier,0.377432972,189.33506,0.522386247,5,-12.469,1,89.67,3
El Cara Bonita,Mercedes Castro,0.373045954,129.74975,0.435732004,3,-8.077,1,129.354,1
Chocolate,Snow Patrol,0.667294596,181.57669,0.818319359,7,-6.473,1,117.966,1
Anillo de compromiso,Antonio Bribiesca,0.269367295,181.91628,0.350323765,7,-12.468,1,84.05,1
New York (Dave Goodman Demo Version) (Explicit),Sex Pistols,0.549204384,186.40934,0.73118423,4,-7.654,1,133.811,1
For Your Eyes Only,Pinchers,0.340632715,195.10812,0.558384455,10,-7.551,0,158.103,4
Welcome 2 Detroit,Trick Trick / Eminem,0.390489535,285.49179,0.604479007,1,-4.853,0,91.101,4
HISTORY,Michael Jackson,0.766545451,249.99138,0.86652032,11,-2.617,1,128.702,4
Motindo Na Yo Te,Franco,0.453270236,188.47302,0.600486543,2,-8.774,0,178.192,4
A Costa De Galicia,Carlos NuA+-ez,0.384986117,237.87057,0.535702528,0,-8.691,1,113.156,3
Enero en la playa (Edit),Facto Delafe y las flores azules,0.363499577,158.45832,0.636119207,2,-9.65,1,95.036,4
Travel Song (Reprise),Dora The Explorer,0.413757657,68.98893,0.514414554,1,-6.917,1,123.965,4
Midnight In Memphis,J.J. Cale,0.435468899,263.94077,0.67577137,0,-14.293,1,111.492,1
Feelin You,DJ Spinn,0.260796778,312.94649,0.515310233,6,-6.53,0,119.987,3
This Time I Know,Theodis Ealey,0.3204178,227.44771,0.514373392,10,-7.405,0,99.238,4
God Will Make A Way,Janet Paschal,0.335138065,316.36853,0.382546667,7,-11.536,1,119.194,4
Don't Leave,Everyday Sunday,0.428980521,269.73995,0.632856419,7,-7.462,1,103.009,4
O Hiroteros Ehthros Mou,Peggy Zina,0.304184256,200.38485,0.324677431,3,-6.654,1,96.024,4
Spark,Souls Of Mischief,0.469177429,220.96934,0.649157388,4,-5.911,0,96.287,4
He Jiu Bi Hun,Hacken Lee,0.341976804,188.52526,0.487693972,6,-11.786,1,112.081,4
Destroy Babylon,Bad Brains,0.555414576,85.26322,0.726298027,9,-9.614,0,86.536,4
Follow Your Dreams (The Plan Album Version),Raze,0.407373149,196.64934,0.550303379,6,-2.932,1,108.831,4
Yippiyo-Ay,The Presets,0.524449471,271.85587,0.724864482,4,-4.002,1,120.119,4
Your God Isn't Listening,Steve Wilson,0.441169843,260.38812,0.491290395,7,-14.51,1,100.006,4
Talk About Us,Jennifer Lopez,0.567889146,275.69587,0.816842854,6,-6.518,1,80.979,4
Sosa (Explicit),A.Z.,0.449602656,125.41342,0.640695921,4,-8.005,0,180.296,4
SeA+-ora (bonus track),Francisco CA(c)spedes,0.349841327,204.53832,0.558090352,10,-9.84,1,110.666,4
"Der Wind Hat Mir Ein Lied ErzA$?hlt (from ""La Habanera"")",Quadro Nuevo,0.409244639,221.28281,0.53002231,2,-10.566,1,110.551,3
Gangster Of Love,Chris Farlowe,0.338575027,242.88608,0.543393231,7,-13.224,1,122.298,4
FRIENDS IN FALL RIVER  (LP Version),Silverstein,0.605507136,181.81179,0.779774411,9,-5.993,1,200.375,5
Road Warrior's Lament,Kris Kristofferson,0.496224349,259.68281,0.732393863,2,-18.184,1,141.51,4
Brother,Alice In Chains,0.582921577,267.36281,0.79633706,1,-6.478,1,92.012,1
Ascolta mio dio,The Charms,0.319927242,130.82077,0.622567955,4,-8.334,0,149.054,1
Exaltation,Matisyahu,0.639798164,417.67138,0.830592507,5,-7.865,1,181.549,4
Punchdrunk,BA(c)la Fleck,0.272364626,158.98077,0.566532654,2,-9.89,1,140.659,1
Morena Boca De Ouro,Jongo Trio,0.206394505,163.36934,0.455287262,11,-7.657,0,184.964,1
I Love You More Than You'll Ever Know (LP Version),Donny Hathaway,0.422472423,322.87302,0.657406765,5,-16.336,0,72.937,5
RA!pido Nos Vamos,Javier Mendoza Band,0.262906153,295.57506,0.475231776,2,-4.639,1,117.116,4
El Mes Alt,Sapo,0.381106492,219.74159,0.480872925,4,-5.155,0,141.45,1
Two Tickets To Paradise,Eddie Money,0.518371606,189.30893,0.688146052,2,-7.54,1,86.902,5
Nun singet und seid froh,Thomas Battenstein,0,123.11465,0.42562724,7,-20.446,1,162.103,3
Shake Some Action,Cracker,0.454714841,263.8624,0.640574149,4,-5.498,1,136.459,4
Smooth Operator,Sade,0.517342286,298.89261,0.77149215,0,-6.375,1,119.903,4
Red Orange Yellow,Photo Atlas,0.348615302,189.75302,0.59454079,9,-5.991,1,168.248,4
Biloxi,Kenny Price,0.268305297,129.25342,0.373084302,9,-11.857,1,117.076,4
Sarah Yellin',3 Doors Down,0.64298222,208.97914,0.840432467,7,-5.371,1,128.714,4
Bullet Frenzy,Elliot Goldenthal,0.392994623,617.82159,0.599133769,2,-13.179,1,148.505,5
Baby You Got What It Takes - Original,Delroy Wilson,0.385787615,191.50322,0.583443024,4,-10.791,0,166.687,4
Zalozniy,Arkona,0.460853145,247.01342,0.646322062,7,-4.568,1,106.724,3
Before The Aons Came,Behemoth,0.550422825,178.33751,0.84219335,1,-4.059,1,85.112,1
Fernando,Andre Popp,0.336219533,220.94322,0.420364463,5,-8.493,1,103.77,1
Machine Gun Majesty [Live] (Album Version),Soilwork,0.562881125,323.21261,0.785120149,7,-3.049,1,93.235,1
Sentimentos Desiguais,CAC/ndido,0.351932182,232.88118,0.544066315,6,-5.573,0,167.951,4
Rastafari Prophecy,Horace Andy,0.374271174,284.47302,0.626436382,6,-4.812,0,174.282,1
Alimony,Shaggy,0.542175166,232.30649,0.772292647,6,-7.751,1,89.998,4
Adeste fideles,RamA3n Vargas_ SA$?ngerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,0.291264812,207.04608,0.391741394,0,-21.881,1,69.538,1
Killing,The Rapture,0.51653518,218.22649,0.749860753,10,-7.693,0,120.006,4
This This (LP Version),Nicole C. Mullen,0.439024561,164.8322,0.614642954,9,-5.946,1,130.64,5
On The Brink,Dinosaur Jr,0.551552455,194.40281,0.749796959,7,-6.942,0,145.228,4
Consuelate Como Yo,Los Van Van,0.400517951,263.60118,0.604414492,6,-6.017,0,130.691,4
Half The Fun,Snow Patrol,0.667294596,174.602,0.818319359,11,-4.022,1,142.01,4
Damit Du Dich in mich verliebst,Lara,0.306947609,192.46975,0.557571059,2,-6.533,1,81.986,4
Drive By Music,Outerspace,0.37235087,200.9073,0.611933956,10,-4.982,0,181.889,4
Que Cosas_ Que Cosas,Gloria Lasso,0.301570182,160.70485,0.381232612,10,-19.376,0,123.049,4
Ruby D.,Les Sexareenos,0.344171478,98.89914,0.475300883,4,-7.268,1,182.57,1
Bounce Back,DJ Spinn,0.260796778,240.43057,0.515310233,11,-13.159,0,120.231,3
Empty Arms,Stevie Ray Vaughan And Double Trouble,0.544257506,184.2673,0.73379894,6,-10.72,1,98.623,1
Hey Joe,The Creation,0.354454709,250.27873,0.555787461,9,-10.612,1,85.453,1
Fall Away Into Darkness,The Balustrade Ensemble,0.29264827,285.3873,0.495556565,2,-17.057,1,116.423,3
Neon Rainbow,The Box Tops,0.417499645,177.3971,0.630630038,0,-10.393,1,117.381,4
Blues,Terry Callier,0.416173065,180.50567,0.706827671,7,-8.154,1,109.018,3
BrokA?n NA<<edle,Ultimate Fakebook,0.326429668,149.55057,0.491695071,2,-3.287,1,115.606,4
Risen From Within,Astarte,0.352919184,173.81832,0.537088297,4,-6.241,0,161.782,3
Humppa,Elakelaiset,0.405143447,182.83057,0.508440336,2,-11.931,1,166.906,1
winning friends,Prisma,0.406749194,219.66322,0.569275835,9,-10.037,1,194.704,3
It Has Been A Long Time_ Hasn't It,Anubis Spire,0.4150114,316.89098,0.775268769,9,-18.533,1,161.621,4
Glo-Billy-Vee-Vee,Beaver Harris,0.105308834,193.4624,0.23330881,2,-12.21,1,82.571,3
You Are God (Broken Album Version),Darwin Hobbs,0.40658168,352.86159,0.526515278,8,-9.055,1,41.21,4
XI GUAN LIANG GE REN,Jerry Yan,0.327012793,252.18567,0.396327109,11,-10.803,1,117.892,4
Crimson And Clover,Tommy James & The Shondells,0.390660523,324.70159,0.620392056,11,-11.359,1,167.841,4
Outro Duction,Marcus Miller,0.412110495,52.00934,0.695416519,9,-13.227,1,78.382,3
Barrage,Charles Williams,0.287731468,87.87546,0.389802967,0,-12.91,1,74.666,1
Adios...Borron Y Cuenta Nueva,Los Iracundos,0.377472507,259.23873,0.490193634,2,-7.582,1,92.785,4
San Xuan,Hevia,0.354369616,261.32853,0.619530991,0,-5.764,1,125.02,4
A Hard Road,John And The Bluesbreakers Mayall,0.405234691,304.8224,0.626803106,7,-6.356,1,94.304,3
Oh Oh Oh Baby,Checkers,0.330300584,135.70567,0.454122841,1,-13.42,1,135.048,4
Isn't That Just Like God (Low Key Performance Track Without Background Vocals),Babbie Mason,0.305917775,236.2771,0.381780881,2,-17.263,1,141.022,4
Laughed At The Judge,The Grease Band,0.191193994,325.25016,0.324128628,6,-16.021,1,123.891,4
Mele Wich Ayee (Shaan Remix),Bally Sagoo,0.34873593,373.39383,0.58097151,6,-12.392,0,111.901,4
Christina Christina Blues,Champion Jack Dupree,0.313500755,200.80281,0.538085501,3,-21.723,1,95.026,4
Faithful and True (Collectors Version),Z.Z. Hill,0.334415271,333.322,0.49030398,10,-8.301,1,73.545,3
Le Zoo De Vincennes,Benabar,0.373060493,238.44526,0.609294155,4,-11.258,0,88.018,5
Pass Through My Will,John Michael Talbot,0.439488099,113.78893,0.558245309,5,-21.506,1,96.709,3
Don't Go Knockin' On My Door,Britney Spears,0.631289508,223.52934,0.947327507,10,-5.304,0,111.004,4
Sacrifice for the Slaughtergod,Skeletonwitch,0.529039572,173.37424,0.68955969,9,-5.516,1,201.333,4
La boA(r)te A  hein biloute,Blingtones,0,9.66485,0.021492905,4,-12.838,1,67.046,1
Si No Te Hubieras Ido,Charlie Cruz,0.27380615,288.83546,0.533453343,2,-2.968,1,200.534,4
Cold Blood (LP Version),Kix,0.42356389,257.2273,0.62974904,1,-2.769,1,140.994,4
Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester),Indigenous,0.404052748,201.482,0.549529673,5,-6.724,1,108.018,4
I Worship You,True Believers,0.328073305,281.88689,0.494073815,4,-8.672,1,92.881,4
Lunes Por La Madrugada,Los Abuelos De La Nada,0.389119622,194.01098,0.525740269,2,-14.409,1,139.685,4
Jimi Baby,Slightly Stoopid,0.48833899,118.49098,0.866171076,9,-12.708,1,173.709,4
Full Of Voices,Maximilian Hecker,0.43568407,205.7922,0.621121051,8,-8.059,1,129.488,5
More Where That Came From - Original,Leroy Hutson,0.397179043,323.99628,0.530355668,7,-17.92,1,183.935,4
Fool For Your Loving,Whitesnake,0.531303319,250.3571,0.822432829,7,-7.356,1,125.783,4
If I Run,Semisonic,0.47070039,258.92526,0.7127449,4,-5.814,1,186.012,4
Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),Laid Back,0.423323424,196.72771,0.597963087,10,-4.854,0,124.534,4
Heart Of The City (Soul and R&B),Willie Clayton,0.374557927,238.39302,0.467054185,7,-5.906,1,85.973,4
Guardian Angel,Novaspace,0.372307464,231.54893,0.688040857,2,-7.299,1,185.97,4
Melodioso,Tom Barabas,0.36324601,249.20771,0.448025346,4,-14.094,0,121.001,3
Hel Vete,Finntroll,0.429097812,255.00689,0.636436672,4,-5.563,0,149.948,4
Escuchame,Carlos Ponce,0.303618163,195.5522,0.603550952,0,-6.675,1,196.137,4
Sending A Message,Colin James,0.440867557,233.7171,0.523962423,1,-7.382,0,149.317,4
Auf Der Mundharmonika,Marlene Dietrich,0.416503946,159.34649,0.616896386,7,-16.163,1,42.654,4
Girls Girls,Pinchers & Ganglords,0.340632715,235.17995,0.558384455,4,-7.145,0,159.798,4
6 6 6,Ziggy Marley And The Melody Makers,0.538491128,335.90812,0.750479817,10,-15.889,0,145.222,4
Something's Missing,John Mayer,0.788137758,407.45751,0.837947909,1,-7.123,0,153.055,4
DornrAPschen war ein schAPnes Kind - Karaoke,Frederik,0.348215008,164.15302,0.477946575,0,-8.493,1,95.991,4
Wiggle (Soul and R&B),Willie Clayton,0.374557927,287.08526,0.467054185,7,-6.36,0,115.938,5
Maloba pamba,Emeneya,0,552.35873,0.214081713,0,-7.15,1,122.799,4
Weight Of The World (Album Version),Dropline,0.292379424,226.40281,0.407528766,2,-5.56,1,79.677,4
Judge Boushay Blues,Furry Lewis,0.368054039,221.962,0.572500601,2,-28.946,1,104.469,3
Sabotage,Cancer Bats,0.533842727,180.71465,0.689800593,6,-4.834,0,86.01,4
My Heart Went That-A-Way,Roy Rogers,0.405080353,182.67383,0.510367933,7,-18.118,1,185.246,5
The Epi-Pen,Alexandre Desplat,0.560380805,239.38567,0.609816403,2,-15.668,1,39.451,1
Baat Ban Jaye,Biddu,0.297258384,195.39546,0.370667208,2,-12.548,1,108.751,4
People of cloud nine,Uman,0.352364098,344.2673,0.533504314,1,-15.305,1,99.968,4
Away In A Manger,Lara & Reyes,0.351561407,92.70812,0.338956022,7,-14.919,1,111.727,1
Mas P**' (America'S Mexican),George Lopez,0.516963731,238.99383,0.668020249,6,-8.874,1,120.492,3
Shang Zhui Ren,Miriam Yeung,0.256803369,276.74077,0.492253132,4,-13.659,1,114.915,7
Loba,Shakira,0.804219797,222.37995,0.833178561,7,-5.16,1,128.217,4
Pacific Coast Remix,DJ Quik,0.413393911,260.362,0.712098902,7,-4.394,1,200.079,4
Complainin',Sophie Tucker,0.36091623,180.6624,0.451784406,3,-19.492,1,100.868,4
Nordcore,Pyranja,0.358500923,225.33179,0.548672436,10,-4.166,0,178.574,1
Big Train,Conway Twitty,0.493711077,140.7473,0.663231985,7,-19.602,1,64.141,1
The Prayer - Feat. T.O. & Timberly K. Simmons,Agency 1.9.9.4,0,230.37342,0.389902814,11,-3.062,0,95.386,3
Rock the Spot,Blackalicious,0.518784102,260.33587,0.697113663,1,-5.869,1,100.694,4
You Say Keep It Gangsta,Wyclef Jean featuring Butch Cassidy and Sharissa,0.477889304,238.47138,0.791465542,5,-3.947,1,183.58,1
Pop A Cap In Yo' Ass,Ben Watt feat. Estelle,0.385209427,389.19791,0.612235271,9,-8.273,0,125.992,4
Swing Swang,Naughty By Nature,0.458595403,245.65506,0.679748141,10,-3.741,0,93.978,4
C'est Dimanche,AurA(c)lien Merle,0,286.85016,0.431082532,5,-17.661,1,150.032,4
Use Me,Far Too Jones,0.272729378,249.02485,0.417170428,9,-4.771,1,127.267,1
Gib deinem Herzen ein Zeichen (Radio Mix),Jenney,0,205.97506,0.036043617,8,-3.766,1,120.117,4
So. Central Rain (2006 Digital Remaster),R.E.M.,0.623835201,195.52608,0.730669502,2,-8.775,0,146.484,1
El Corcovado (The Wood-Quail),Los Gaiteros de San Jacinto,0.315628274,234.52689,0.36951674,2,-21.854,0,171.123,4
The Portrait (Live) (Reissue) (Album Version),King Diamond,0.465542672,286.56281,0.783746918,11,-5.575,1,240.761,4
Destination Eschaton (Hardfloor Vocal Mix),Shamen,0.393660868,443.03628,0.605880471,7,-6.519,1,86.561,5
In De Dance Again,Mighty Diamonds,0.414609585,208.87465,0.596834826,7,-10.484,0,162.736,4
Aquel Mundo De Amor,Pablo Montero,0.30991934,163.29098,0.546310424,5,-9.627,1,146.654,1
Living Underground,Atomic Rooster,0.404566538,220.39465,0.520757635,4,-11.696,1,146.708,4
Chinoiserie,Lincoln Center Jazz Orchestra,0.309813144,304.84853,0.486974477,5,-5.508,0,90.306,4
Perfect Tree,Ray Boltz & Steve Millikan,0.386292984,245.62893,0.509481027,1,-10.551,1,133.318,4
Careful In Career,Simple Minds,0.503362448,308.94975,0.700679842,7,-14.178,1,139.402,3
I'm in Korea,J. B. Lenoir,0.355974359,190.64118,0.520553746,11,-9.302,1,98.018,3
Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky),Herbert  von Karajan,0.464152439,201.89995,0.668055687,7,-16.398,1,124.748,4
Don't Stop The Music,Rihanna,0.908202619,283.8722,0.917863906,11,-4.465,0,128.092,4
De pie,Fuzz,0.359775662,223.39873,0.479290854,6,-5.384,1,143.951,4
Disease,Dokken,0.458293186,210.88608,0.769896415,6,-5.152,1,89.019,4
Roll Back The Rug,Ionics,0.193287062,140.38159,0.350540092,5,-9.811,1,136.463,4
Money Money Money,Top Of The Poppers,0.177811011,184.29342,0.351786572,9,-9.894,0,121.238,1
Free (Album Version),The Winans,0.344198188,263.20934,0.482148325,10,-7.68,1,104.856,4
Jealousy,Paulette Tajah,0.319182535,201.92608,0.339444459,1,-9.917,1,150.024,4
Ready To Go,Republica;Jonny Male;Dave Arch,0.396490352,303.85587,0.614755589,10,-5.306,1,129.888,4
Mama Kin,Guns N' Roses,0.71366982,237.13914,0.844085061,8,-8.591,1,156.65,1
Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),Fat Joe,0.572027854,277.002,0.822908534,10,-4.678,0,167.878,4
Searching For Home,Skrape,0.366592713,198.81751,0.505846145,7,-9.296,0,133.912,1
Reg mich nicht auf_ Johanna,Curt Bois,0.119887622,203.02322,0.251104742,7,-18.354,1,123.765,3
The Reason I Go On,CA(c)line Dion,0.663686476,224.20853,0.737437395,2,-9.528,0,77.977,3
Where Were You Last Night,Pee Wee King,0.313667192,167.00036,0.408071911,7,-20.826,1,151.049,4
A Sempre Assim,FlA!vio JosA(c),0.295470991,219.29751,0.424278927,9,-5.695,0,164.815,4
Cicada,Silverchair,0.536219993,312.13669,0.767768809,9,-7.207,1,122.243,4
The End Of The Line,Metallica,0.78033412,472.45016,0.852136187,3,-3.258,1,111.504,4
LA River (Acoustic),Rancid,0.542054632,163.29098,0.850728266,7,-5.084,1,126.464,1
Inner City Blues (Alternate Mix) (Bonus Track),Brian Auger's Oblivion Express,0.324672497,265.7171,0.450779113,5,-10.284,0,193.84,7
Empire Falls,Primordial,0.4181931,458.9971,0.751040126,2,-14.04,1,129.626,4
Right to Work (Live),Chelsea,0.352868134,145.55383,0.555730918,7,-9.727,1,159.552,4
Princess Black,Sizzla,0.457981674,274.15465,0.732571745,1,-6.016,1,168.013,4
Bolero Militar,Bersuit Vergarabat,0.439836359,208.56118,0.615504103,5,-7.877,1,121.91,4
Rice Dream Girl,Casiotone For The Painfully Alone,0.394217199,108.40771,0.665322162,0,-6.695,1,131.078,4
No more going home,Rainer Bielfeldt,0,239.01995,0.407448072,7,-8.25,1,149.259,4
Time After Time,Ann Hampton Callaway,0.379761784,312.65914,0.506773969,0,-20.302,1,103.077,3
Misty Mountains,Mando Diao,0.486825414,144.03873,0.807779928,7,-3.942,1,152.041,4
All I Ever Really Wanted,Donnie McClurkin,0.487202995,198.5824,0.606011003,9,-6.129,1,143.986,4
Brand New Broken Heart,NewFound Road,0.383700579,176.56118,0.518501273,7,-5.864,1,223.34,4
Te quiero tanto,Vilma Palma e Vampiros,0.378106965,210.05016,0.58811765,7,-6.107,1,127.803,4
Yesterdays,Ray Conniff,0.376514231,191.63383,0.555765,0,-14.286,1,65.852,4
Mi Sangre Latino,Nelson Ned,0.32188269,177.6322,0.498663649,9,-12.026,1,85.7,3
Vincent,Madilu System,0.294607893,451.44771,0.421209147,9,-3.871,1,130.126,5
the fallen...,Set Your Goals,0.549749652,204.40771,0.823910087,3,-2.192,1,194.532,3
The Lifestyle That Got Away,The High Strung,0.396800219,153.73016,0.59994467,9,-2.679,1,95.11,4
Get Your Hustle On,Lost Boyz,0.412240601,243.53914,0.569741152,9,-9.725,1,93.174,4
Future Prospects,Nic Endo,0.431159805,388.0224,0.56707373,3,-2.928,1,88.4,5
Skinhead on the MBTA (Album Version),Dropkick Murphys,0.568491815,229.51138,0.79309437,9,-3.918,1,168.21,4
Love Attack,Kim Wilson,0.328997859,286.51057,0.459810163,9,-8.096,1,119.644,4
Above Lucium (LP Version),Daath,0.35070666,248.81587,0.473963333,4,-3.961,0,150.163,4
Human Guinea Pig,Suicidal Tendencies,0.526182556,125.90975,0.736677413,11,-9.96,0,186.159,4
Wink Of An Eye,Bobby Vee,0.395247623,256.28689,0.623130437,10,-10.872,1,132.109,4
Awesome God,Bill & Gloria Gaither,0.319626776,181.15873,0.493926145,6,-13.991,0,139.23,4
Naked,Jennifer Brown,0.386312131,239.0722,0.493486473,8,-8.246,1,90.915,4
Le temps des cerises,"Jean LumiA""re",0.261822386,183.37914,0.290826477,1,-10.621,1,38.644,4
Loud And Clear,Elephant Man,0.459189195,128.80934,0.747815369,9,-7.286,0,125.618,4
J'veux Du Cuir (Live),Alain Souchon,0.373011673,217.02485,0.638472268,11,-13.578,0,89.168,4
Freeze,Pepper,0.471493227,204.5122,0.765141418,9,-5.286,0,220.104,3
Alli Mia Fora,Peggy Zina,0.304184256,217.33832,0.324677431,8,-8.301,1,131.991,4
Lydia [Piano Version],FIR,0.384202939,206.57587,0.539401205,11,-14.44,0,122.041,3
Dress Me Up,Eric Champion,0.334002498,327.49669,0.44110768,2,-10.42,1,122.421,4
Wo bleibt die Mark?,Zeltinger Band,0.285942679,222.24934,0.37201088,1,-7.768,1,140.264,4
Love Thing,Bebe Winans,0.48818139,278.22975,0.600195393,1,-10.486,1,161.405,4
Bean Fields (Live) (2001 Digital Remaster),Penguin CafA(c) Orchestra,0.406508249,270.78485,0.635087811,2,-9.057,1,128.298,1
Sambangole / Tres Golpes Na' Mas,Colombiafrica - The Mystic Orchestra,0.201307558,318.79791,0.494643265,1,-7.998,1,186.121,5
Naked In The Rain (Album Version),Red Hot Chili Peppers,0.576903816,265.63873,0.833967972,2,-10.557,1,116.282,4
Who Are You?,The Kitchen,0,213.10649,0.475259332,0,-6.025,1,142.911,4
There Are Things I Think You Should Know,Statues,0.335677609,155.6371,0.528527959,1,-6.618,0,173.357,4
The One I Got,Jonny Lang,0.486783025,208.32608,0.698969925,2,-6.067,1,136.932,4
Shake,Cam'Ron / JR Writer,0.515325301,208.92689,0.858270678,9,-6.61,1,115.139,5
Triesteitaliana,Novembre,0.413070411,295.23546,0.649602604,4,-6.163,1,124.078,3
Thug Queen,X-Raided,0.43870167,242.59873,0.624573379,4,-6.83,0,161.976,4
Give Your Love To Me,Cornell Campbell,0.383229026,215.01342,0.587023739,1,-15.076,1,140.048,4
Tides Of Time,Donna The Buffalo,0.374530029,281.93914,0.575532412,9,-6.199,1,151.493,4
So What!,Tesla,0.51346329,228.98893,0.707199764,7,-3.257,0,88.127,4
Kleina Wixa,AI-TIEM,0,200.48934,0.065327328,2,-10.62,1,172.02,4
Down On The Farm (2006 Remastered Edit Version),Little Feat,0.479187492,228.98893,0.674913858,0,-9.978,1,97.342,4
Two Track Dub (Dub / Instrumental Reggae Music),Mikey Dread,0.360445766,373.26322,0.58568315,1,-13.192,0,145.055,1
Distancia,Alberto Cortez,0.328413738,252.78649,0.506778928,3,-5.896,1,91.008,5
Papel Quemado,Conjunto Mar Azul,0,309.96853,0,5,-5.129,1,93.961,3
Romantic Rights,Death From Above 1979,0.467071006,195.29098,0.738594499,7,-7.163,1,150.155,4
If Ever,Foo Fighters,0.550762085,253.67465,0.839275393,2,-7.442,1,150.83,3
Left To Starve,Eyehategod,0.390361787,247.01342,0.676119551,2,-11.31,1,97.916,7
Lekeitio,Mal De Ojo,0,238.10567,0.400890514,4,-6.206,1,140.951,3
The Wedding Samba,Edmundo Ros,0.323634923,170.37016,0.448026305,7,-9.905,0,121.596,4
Stairs To the Attic,The Antlers,0.466946703,277.99465,0.726299713,7,-8.878,1,80.023,4
Prelude And Fugue In C Major BWV 545 : Prelude,Lionel Rogg,0.29127103,137.32526,0.320855383,0,-10.997,1,77.754,3
The Love We Had Version,Jimmy Riley,0.299705214,229.14567,0.477724733,8,-13.633,1,160.04,4
Vortex,Elliot Goldenthal,0.392994623,92.86485,0.599133769,2,-23.519,1,79.35,7
Uncle Interlude,John Brown,0.387181942,24.47628,0.641525136,11,-13.816,1,77.692,1
Mon coeur s'ouvre A  ta voix,Marilyn Horne / Wiener Opernorchester / Henry Lewis,0.312044456,391.70567,0.445858671,1,-20.082,1,106.504,4
The Dynamo Of Volition [From An All Night Session],Jason Mraz,0.793412623,263.00036,0.842972108,11,-13.163,0,62.894,1
Gold Und Silber,Pyrolator,0.34776698,167.28771,0.456620687,2,-8.826,1,186.582,1
Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,James Scott Skinner,0,184.52853,0.247485184,10,-18.935,1,133.953,1
Guidum,Abraham Laboriel,0.298372721,423.26159,0.362358559,0,-10.494,0,182.774,4
Cavasamba Um (Edit),Grupo Batuque,0.324624482,41.56036,0.500848692,9,-17.437,0,155.526,5
All Kind of People,Sugar Minott,0.386289651,211.06893,0.606975737,11,-11.706,1,121.284,1
Hole In The Pumpkin,Ini Kamoze,0.507962145,234.84036,0.621825362,6,-13.762,0,95.021,4
Between Me & You Kid (Album Version),Mudhoney,0.476389109,217.5473,0.672680593,4,-7.996,1,158.517,4
The One I've Been Waiting For (Diamond Days Album Version),Out Of The Grey,0.333858125,252.62975,0.431030787,0,-10.239,1,153.642,4
Untitled,Dino,0.409818412,406.38649,0.642358176,10,-1.723,0,103.807,4
Una na na,OV7,0.431448035,239.67302,0.577232155,11,-3.593,1,99.995,4
Can't Break This Man,Borialis,0.421415103,294.68689,0.454043995,7,-5.4,1,151.805,4
The Ambush,Open Hand,0.377828215,136.98567,0.614887588,6,-5.654,0,154.211,3
Play That Beat,X-ecutioners,0.416935872,286.77179,0.619260605,10,-5.716,0,76.166,5
Bertie's Pets (Bonus Material),Mario Rosenstock,0.049034381,250.30485,0.334542784,5,-29.521,0,49.171,4
Marilyn,Juice Leskinen,0.429149837,158.45832,0.5534682,0,-11.567,1,180.8,4
Bladecrash Electrocution,Pumpkin Buzzard,0.240098406,193.20118,0.391108885,2,-5.111,1,68.936,1
Come Here Feat. Jay Sean,Rishi Rich,0.33137317,201.92608,0.492669503,4,-4.736,0,107.011,4
Through The Wire,Kanye West,1.082502557,271.25506,0.877213746,7,-5.227,1,166.037,4
She's My Marijuana (LP Version),The Katies,0.262371626,216.29342,0.502358284,11,-5.419,1,133.607,4
El Aranero,Los Hispanos,0.30283976,242.28526,0.412410303,0,-12.384,1,88.343,4
Mash Up Mi Life,Sugar Minott,0.386289651,258.01098,0.606975737,0,-10.475,1,156.972,4
Old Friends,Paul Brown,0.397493835,243.90485,0.510075541,7,-9.433,0,122.623,3
South Side Story,Lloyd Banks,0.601187378,250.74893,0.725843499,1,-2.844,1,85.366,4
In His Presence (LP Version),Marvin Sapp,0.459665457,263.65342,0.733714697,8,-6.677,1,100.081,4
Space Between Us (Album Version),Sister Hazel,0.509878708,303.98649,0.731065756,7,-8.311,1,127.707,4
Drifting Away,Mighty Diamonds,0.414609585,224.54812,0.536336186,7,-8.815,1,146.02,4
Position,Terror Fabulous,0.299878259,191.73832,0.479292219,8,-11.71,1,94.958,4
